Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
805558,Ms.,Lilliana,Y,Chausse,F,lilliana.chausse@yahoo.co.uk,Kirby Chausse,Denese Chausse,Fairman,10/19/1991,05:46:06 PM,36.20573399390333,51,3/6/2015,Q1,H1,2015,3,March,Mar,6,Friday,Fri,2.4,69165,14%,524-99-1538,206-319-5886,Seattle,King,Seattle,WA,98132,West,lychausse,FlPtC+X<zrZ
785021,Mrs.,Adena,D,Arnold,F,adena.arnold@yahoo.com,Marquis Arnold,Tamra Arnold,Braddy,9/2/1976,05:34:37 PM,40.71005534259389,47,5/16/2005,Q2,H1,2005,5,May,May,16,Monday,Mon,12.21,153809,28%,330-11-9901,236-887-7579,Pearisburg,Giles,Pearisburg,VA,24134,South,adarnold,m*jLr3y.~w9
322057,Drs.,Tamra,P,Friedel,F,tamra.friedel@apple.com,Stevie Friedel,Karey Friedel,Murphey,12/23/1987,11:17:12 AM,33.7064619015805,47,5/20/2011,Q2,H1,2011,5,May,May,20,Friday,Fri,6.19,185456,0%,291-15-1395,205-756-9148,Dothan,Houston,Dothan,AL,36302,South,tpfriedel,XzSknL5o
340234,Ms.,Cheyenne,Z,Caviness,F,cheyenne.caviness@hotmail.co.uk,Jose Caviness,Gilberte Caviness,Borba,11/30/1993,07:09:00 PM,30.387733096785052,53,6/8/2017,Q2,H1,2017,6,June,Jun,8,Thursday,Thu,0.14,143786,29%,176-86-5752,216-274-4604,Mc Clure,Henry,Mc Clure,OH,43534,Midwest,czcaviness,KV<us@/MaGQs?+
786734,Prof.,Florencio,I,Berrios,M,florencio.berrios@verizon.net,Tim Berrios,Erinn Berrios,Shiflet,3/21/1984,07:17:17 PM,39.943948844833386,68,12/20/2005,Q4,H2,2005,12,December,Dec,20,Tuesday,Tue,11.61,98980,16%,519-87-8248,210-377-1206,Freeport,Brazoria,Freeport,TX,77541,South,fiberrios,s3z?YwJ[P3
777474,Mr.,Wilfredo,U,Carino,M,wilfredo.carino@yahoo.com,Kermit Carino,Logan Carino,Espy,11/5/1971,07:16:39 PM,42.19708042970026,90,12/7/2006,Q4,H2,2006,12,December,Dec,7,Thursday,Thu,10.65,132841,29%,276-17-5272,303-422-9624,Hartman,Prowers,Hartman,CO,81043,West,wucarino,i8\Z]r!@hD
758977,Mr.,Marcellus,I,Seiter,M,marcellus.seiter@shell.com,Arnulfo Seiter,Dorthey Seiter,Malchow,3/26/1969,06:57:23 PM,35.27413642230378,80,11/6/1990,Q4,H2,1990,11,November,Nov,6,Tuesday,Tue,26.74,82929,17%,563-99-4463,209-649-6594,Rimforest,San Bernardino,Rimforest,CA,92378,West,miseiter,xvG9&_nx
675523,Ms.,Claudie,T,Sommers,F,claudie.sommers@bp.com,Noble Sommers,Julianna Sommers,Voll,8/10/1969,11:07:44 AM,42.99107974584403,55,6/7/2004,Q2,H1,2004,6,June,Jun,7,Monday,Mon,13.15,187654,21%,717-18-5987,218-658-0069,Meadowlands,St. Louis,Meadowlands,MN,55765,Midwest,ctsommers,Ze|Xjq*?]^aC]
398271,Mr.,Royce,H,Mullan,M,royce.mullan@verizon.net,Gaylord Mullan,Cierra Mullan,Labelle,6/25/1973,11:16:57 AM,39.529404746351176,60,7/15/1997,Q3,H2,1997,7,July,Jul,15,Tuesday,Tue,20.05,158510,10%,299-15-4012,206-319-6880,Allyn,Mason,Allyn,WA,98524,West,rhmullan,tw1#>HXfL{#
312872,Mrs.,Gregory,N,Jordan,F,gregory.jordan@exxonmobil.com,Lane Jordan,Lashanda Jordan,Hurt,5/26/1993,04:41:56 PM,37.38103009312219,53,9/29/2014,Q3,H2,2014,9,September,Sep,29,Monday,Mon,2.83,60853,14%,159-86-9925,314-406-2894,Oran,Scott,Oran,MO,63771,Midwest,gnjordan,I-BL|_[D
153868,Ms.,Arleen,Q,Moncrief,F,arleen.moncrief@gmail.com,Lindsey Moncrief,Rafaela Moncrief,Rozek,8/29/1979,01:23:47 AM,40.03099657800635,51,3/31/2001,Q1,H1,2001,3,March,Mar,31,Saturday,Sat,16.34,179088,14%,278-17-1390,270-656-5664,Bluehole,Bluehole,Bluehole,KY,40917,South,aqmoncrief,qJkZUh|65:1ABMw
709817,Hon.,Stefan,M,Benning,M,stefan.benning@aol.com,Leigh Benning,Porsha Benning,Swims,4/15/1970,12:03:56 AM,38.34070685002848,60,3/9/2012,Q1,H1,2012,3,March,Mar,9,Friday,Fri,5.39,138593,0%,329-11-3770,319-747-9589,Modale,Harrison,Modale,IA,51556,Midwest,smbenning,E??/xLv]|
527376,Mr.,Michael,I,Bassham,M,michael.bassham@hotmail.com,Sal Bassham,Stasia Bassham,Peavy,11/1/1959,03:24:30 PM,49.252877879018335,62,12/7/1987,Q4,H2,1987,12,December,Dec,7,Monday,Mon,29.66,107452,16%,766-04-3012,252-909-3574,Raleigh,Wake,Raleigh,NC,27614,South,mibassham,C6KQh%Wr*
340705,Hon.,Roberta,U,Winer,F,roberta.winer@ntlworld.com,Blake Winer,Tosha Winer,Luera,8/12/1965,09:14:26 PM,38.153056951016794,49,3/29/1997,Q1,H1,1997,3,March,Mar,29,Saturday,Sat,20.35,48753,18%,340-11-1523,231-459-1177,Pinckney,Livingston,Pinckney,MI,48169,Midwest,ruwiner,rTZ+QW@7KH8
824926,Mrs.,Johnie,Y,Kehoe,F,johnie.kehoe@gmail.com,Teddy Kehoe,Almeda Kehoe,Prestwood,5/3/1961,08:56:16 PM,43.72585772040632,55,1/26/1992,Q1,H1,1992,1,January,Jan,26,Sunday,Sun,25.52,111206,1%,348-08-1127,225-453-3272,Cut Off,Lafourche,Cut Off,LA,70345,South,jykehoe,pA\L^G}^
210749,Drs.,Almeda,K,Calderone,F,almeda.calderone@hotmail.com,Graham Calderone,Ruth Calderone,Lain,6/6/1981,11:46:52 PM,43.07983894126159,58,9/2/2008,Q3,H2,2008,9,September,Sep,2,Tuesday,Tue,8.91,54775,17%,440-29-9652,304-674-3205,Huntington,Cabell,Huntington,WV,25714,South,akcalderone,j3p@%r%Y
371152,Mrs.,Angila,F,Ricca,F,angila.ricca@gmail.com,Darell Ricca,Tawnya Ricca,Tozier,6/29/1968,06:47:07 AM,40.39072537751458,42,1/16/2012,Q1,H1,2012,1,January,Jan,16,Monday,Mon,5.53,141285,14%,361-08-0215,217-638-4450,Kinsman,Grundy,Kinsman,IL,60437,Midwest,africca,Iv7t7e\Y
658553,Ms.,Delorse,J,Douglass,F,delorse.douglass@yahoo.com,Aurelio Douglass,Kimberlie Douglass,Arnwine,7/12/1959,01:32:31 PM,38.651850788915624,54,6/12/1991,Q2,H1,1991,6,June,Jun,12,Wednesday,Wed,26.15,160107,12%,112-98-4756,423-326-0761,Soddy Daisy,Hamilton,Soddy Daisy,TN,37384,South,djdouglass,ptP/%>1\5R
546077,Drs.,Sofia,T,Elrod,F,sofia.elrod@gmail.com,Boyce Elrod,Maryln Elrod,Solem,1/8/1969,11:07:12 AM,36.86184881426188,47,11/12/1990,Q4,H2,1990,11,November,Nov,12,Monday,Mon,26.73,138592,2%,432-99-5904,209-442-8831,Vallecito,Calaveras,Vallecito,CA,95251,West,stelrod,j+O5Hw76XsQN
134319,Mr.,Ike,R,Guest,M,ike.guest@yahoo.co.in,Gino Guest,Tai Guest,Mclennan,2/13/1989,09:24:52 AM,39.013329534472746,76,2/5/2017,Q1,H1,2017,2,February,Feb,5,Sunday,Sun,0.47,48284,13%,287-15-3716,505-798-3455,Albuquerque,Bernalillo,Albuquerque,NM,87158,West,irguest,OKtlBvM1@G$_VF
894930,Hon.,Leslie,V,Friedman,M,leslie.friedman@sbcglobal.net,Justin Friedman,Elnora Friedman,Broadus,3/6/1991,11:29:58 AM,31.198036748153108,68,9/10/2012,Q3,H2,2012,9,September,Sep,10,Monday,Mon,4.88,133768,4%,534-71-6367,229-319-5172,Augusta,Richmond,Augusta,GA,30905,South,lvfriedman,mL&l2wsvh7
203754,Mr.,Michael,S,Hodgins,M,michael.hodgins@gmail.com,Raymond Hodgins,Millie Hodgins,Callihan,8/3/1978,08:56:15 PM,44.27764154004795,89,3/14/2003,Q1,H1,2003,3,March,Mar,14,Friday,Fri,14.38,143634,30%,718-18-6350,217-278-0436,Country Club Hills,Cook,Country Club Hills,IL,60478,Midwest,mshodgins,sjJN|lPkW]bR5g
560865,Drs.,Kristal,N,Greene,F,kristal.greene@yahoo.com,Wes Greene,Susie Greene,Carmody,9/27/1994,04:52:44 AM,38.56641818729094,58,6/27/2016,Q2,H1,2016,6,June,Jun,27,Monday,Mon,1.08,185082,29%,455-99-6235,216-650-4258,Vandalia,Montgomery,Vandalia,OH,45377,Midwest,kngreene,IsS9c*gS
805451,Ms.,Denyse,H,Truesdell,F,denyse.truesdell@gmail.com,Heath Truesdell,Susana Truesdell,Wilhoite,7/29/1960,02:03:12 AM,40.919128727432536,54,8/9/1995,Q3,H2,1995,8,August,Aug,9,Wednesday,Wed,21.98,117603,4%,676-22-0576,480-902-5377,Dateland,Yuma,Dateland,AZ,85333,West,dhtruesdell,aCmRPnw82#
512828,Mr.,Marcel,H,Hang,M,marcel.hang@gmail.com,Pat Hang,Aretha Hang,Bobby,8/17/1966,05:29:36 AM,34.031950214556346,64,6/17/1996,Q2,H1,1996,6,June,Jun,17,Monday,Mon,21.13,139443,6%,280-15-2998,210-693-3906,Pasadena,Harris,Pasadena,TX,77503,South,mhhang,Mj#SNu*L]&k]
233957,Ms.,Michiko,L,Langworthy,F,michiko.langworthy@gmail.com,Julio Langworthy,Chelsea Langworthy,Burgin,2/15/1978,06:23:00 PM,34.98525847762413,43,2/17/1999,Q1,H1,1999,2,February,Feb,17,Wednesday,Wed,18.45,165711,8%,082-02-0060,210-410-1490,Gladewater,Gregg,Gladewater,TX,75647,South,mllangworthy,53T{7b8;wo^
485229,Ms.,Moon,B,Hilt,F,moon.hilt@shaw.ca,Luigi Hilt,Barrie Hilt,Slayton,4/11/1987,08:02:20 AM,38.527701996736894,40,4/26/2016,Q2,H1,2016,4,April,Apr,26,Tuesday,Tue,1.25,41545,24%,599-92-5914,480-230-3965,Tempe,Maricopa,Tempe,AZ,85284,West,mbhilt,0a$k#DjnLiU
320770,Hon.,Tarra,N,Croker,F,tarra.croker@rediffmail.com,Garfield Croker,Kathline Croker,Hockenberry,7/14/1980,10:49:23 PM,37.49209013275589,51,7/27/2013,Q3,H2,2013,7,July,Jul,27,Saturday,Sat,4.01,180127,27%,228-99-4377,210-294-6512,El Paso,El Paso,El Paso,TX,88558,South,tncroker,t&:Szl|X
768303,Ms.,Michell,J,Salsbury,F,michell.salsbury@earthlink.net,Alphonso Salsbury,Madalyn Salsbury,Angus,12/18/1994,01:43:40 AM,46.96682185492399,42,4/2/2016,Q2,H1,2016,4,April,Apr,2,Saturday,Sat,1.32,136132,18%,008-94-7416,303-423-1315,Fruita,Mesa,Fruita,CO,81521,West,mjsalsbury,myHUI%|-e&C_d+8
618792,Dr.,Foster,J,Emig,M,foster.emig@sbcglobal.net,James Emig,Carmen Emig,Sawyers,10/22/1962,02:26:21 AM,35.0899770572545,65,1/2/2012,Q1,H1,2012,1,January,Jan,2,Monday,Mon,5.57,142872,21%,360-08-1669,217-545-7714,Sawyerville,Macoupin,Sawyerville,IL,62085,Midwest,fjemig,0qrM1C3?%RZ*
543616,Ms.,Alesha,Z,Simonsen,F,alesha.simonsen@btinternet.com,Erwin Simonsen,Larita Simonsen,Crumbley,8/6/1988,03:02:34 PM,42.71567543634566,52,10/31/2014,Q4,H2,2014,10,October,Oct,31,Friday,Fri,2.74,88383,1%,557-99-7016,802-558-4866,Whiting,Addison,Whiting,VT,5778,Northeast,azsimonsen,k!rjvG:4PH}]
284714,Ms.,Larita,A,Kruse,F,larita.kruse@aol.com,Don Kruse,Kiley Kruse,Tieman,12/18/1958,03:50:37 AM,39.07577149771456,59,10/28/1996,Q4,H2,1996,10,October,Oct,28,Monday,Mon,20.76,144652,25%,659-24-3797,385-507-6897,Riverside,Box Elder,Riverside,UT,84334,West,lakruse,lr6YhAlk
681374,Dr.,Whitney,E,Stowell,M,whitney.stowell@gmail.com,Basil Stowell,Natalia Stowell,Pineiro,6/5/1967,04:26:47 AM,45.29859552163173,62,3/21/2007,Q1,H1,2007,3,March,Mar,21,Wednesday,Wed,10.36,127437,29%,771-02-7713,270-598-0563,Symsonia,Graves,Symsonia,KY,42082,South,westowell,P86?$3#v%$vS>x!
798199,Hon.,Carey,H,Bannister,F,carey.bannister@microsoft.com,Florencio Bannister,Yael Bannister,Fleischer,2/18/1967,05:31:08 PM,40.06796160764696,59,3/30/2004,Q1,H1,2004,3,March,Mar,30,Tuesday,Tue,13.34,74306,11%,359-08-3998,252-426-5396,Mooresville,Iredell,Mooresville,NC,28115,South,chbannister,ip3!VVdr
471758,Mr.,Guadalupe,M,Rudnick,M,guadalupe.rudnick@gmail.com,Solomon Rudnick,Leoma Rudnick,Lawrence,6/13/1958,10:57:12 PM,40.39399138448465,82,2/24/1994,Q1,H1,1994,2,February,Feb,24,Thursday,Thu,23.44,138027,6%,267-99-4898,212-435-6376,Maryland,Otsego,Maryland,NY,12116,Northeast,gmrudnick,sR/[lrO6&
212312,Mr.,Erich,W,Mckie,M,erich.mckie@earthlink.net,Bradford Mckie,Kimberley Mckie,Naugle,5/4/1962,08:48:34 PM,38.94360349821122,83,1/6/2013,Q1,H1,2013,1,January,Jan,6,Sunday,Sun,4.56,183886,30%,722-18-7043,503-500-9073,Wilsonville,Clackamas,Wilsonville,OR,97070,West,ewmckie,nnC@5$l|Z?
206956,Prof.,Jesus,X,Mercer,M,jesus.mercer@msn.com,Brain Mercer,Brittni Mercer,Drake,8/12/1975,04:52:43 PM,40.43067399692765,76,2/3/1999,Q1,H1,1999,2,February,Feb,3,Wednesday,Wed,18.49,125245,17%,433-99-7760,210-435-7312,Hemphill,Sabine,Hemphill,TX,75948,South,jxmercer,8&\Gb3Z{aUWB
962988,Drs.,Isidra,Q,Langlois,F,isidra.langlois@gmail.com,Angel Langlois,Noella Langlois,Mccubbin,1/4/1958,10:31:52 PM,45.296900426187534,49,2/28/1986,Q1,H1,1986,2,February,Feb,28,Friday,Fri,31.43,94358,10%,105-02-1894,209-326-3326,Norden,Nevada,Norden,CA,95724,West,iqlanglois,5y$9a\rlWi#
419447,Ms.,Steven,I,Nocera,F,steven.nocera@microsoft.com,Glen Nocera,Jackeline Nocera,Ackman,9/26/1988,03:41:28 AM,46.234697563200896,40,6/25/2013,Q2,H1,2013,6,June,Jun,25,Tuesday,Tue,4.09,77439,29%,695-16-3196,423-590-0409,Cleveland,Bradley,Cleveland,TN,37323,South,sinocera,8xmk3p\zP;5I?og
154183,Hon.,Marlys,H,Fite,F,marlys.fite@aol.com,Rubin Fite,Candi Fite,Morris,4/21/1960,10:34:17 AM,41.529163253268194,48,11/9/2011,Q4,H2,2011,11,November,Nov,9,Wednesday,Wed,5.72,86937,2%,003-08-6855,217-855-8078,Verona,Grundy,Verona,IL,60479,Midwest,mhfite,v8nw72]-7
359861,Mrs.,Kanesha,C,Bigby,F,kanesha.bigby@aol.com,Tommie Bigby,Shirley Bigby,Gannaway,3/6/1980,04:02:51 AM,43.383686934611745,44,5/30/2003,Q2,H1,2003,5,May,May,30,Friday,Fri,14.17,172222,19%,601-99-2212,228-671-9730,Leakesville,Greene,Leakesville,MS,39451,South,kcbigby,A<NX%VD^
790948,Prof.,Rudy,S,Stumpf,M,rudy.stumpf@gmail.com,Bert Stumpf,Matha Stumpf,Hollaway,2/27/1971,08:37:19 AM,45.58847498651956,80,11/13/2004,Q4,H2,2004,11,November,Nov,13,Saturday,Sat,12.71,85032,7%,078-02-7236,304-339-2791,Gormania,Grant,Gormania,WV,26720,South,rsstumpf,Ey{A/JBLX
297764,Ms.,Daria,C,Lolley,F,daria.lolley@aol.com,John Lolley,Camille Lolley,Goldenberg,3/20/1972,11:28:35 AM,46.407142013757785,40,1/10/2010,Q1,H1,2010,1,January,Jan,10,Sunday,Sun,7.55,70614,5%,034-92-8830,231-274-1378,Wells,Delta,Wells,MI,49894,Midwest,dclolley,s${<pr4~-Jh6T;
877089,Ms.,Kathline,Z,Bicknell,F,kathline.bicknell@gmail.com,Waldo Bicknell,Kathyrn Bicknell,Markert,2/3/1962,11:07:31 AM,42.508308868965976,44,9/29/1988,Q3,H2,1988,9,September,Sep,29,Thursday,Thu,28.85,91826,24%,431-99-5503,231-681-1452,Cedar River,Menominee,Cedar River,MI,49813,Midwest,kzbicknell,J2z?_kZ[q
895352,Ms.,Maryalice,B,Rothermel,F,maryalice.rothermel@yahoo.com,Randolph Rothermel,Misha Rothermel,Berkeley,4/3/1986,11:54:47 AM,41.51328825687482,46,7/22/2015,Q3,H2,2015,7,July,Jul,22,Wednesday,Wed,2.02,84313,15%,442-29-1501,603-771-8479,Goshen,Sullivan,Goshen,NH,3752,Northeast,mbrothermel,Gu#-iAOc^W
182958,Mr.,Shaun,W,Funkhouser,M,shaun.funkhouser@yahoo.com,Leopoldo Funkhouser,Birgit Funkhouser,Whiteman,9/13/1974,07:12:21 PM,36.35798175140737,88,6/4/2005,Q2,H1,2005,6,June,Jun,4,Saturday,Sat,12.16,128484,1%,430-99-3937,503-287-7582,Cannon Beach,Clatsop,Cannon Beach,OR,97110,West,swfunkhouser,G]LooyUi
237403,Drs.,Clarinda,W,Tartt,F,clarinda.tartt@gmail.com,Carol Tartt,Tamiko Tartt,Fenimore,10/11/1972,05:35:37 PM,44.417006452627916,52,2/11/2008,Q1,H1,2008,2,February,Feb,11,Monday,Mon,9.47,161078,24%,524-99-7001,205-763-6197,Citronelle,Mobile,Citronelle,AL,36522,South,cwtartt,1|Yyxb[Q;}baUK
711165,Dr.,Nathanial,N,Bremer,M,nathanial.bremer@gmail.com,Jan Bremer,Gene Bremer,Nathaniel,1/19/1958,11:45:08 PM,49.20746084626505,86,12/10/1981,Q4,H2,1981,12,December,Dec,10,Thursday,Thu,35.65,157976,3%,213-91-9789,262-992-6362,Mason,Bayfield,Mason,WI,54856,Midwest,nnbremer,ifHyHKuvzXHr
878586,Hon.,Shirl,K,Sherrod,F,shirl.sherrod@microsoft.com,Rich Sherrod,Sharice Sherrod,Hering,12/10/1984,10:39:19 PM,35.956922339860725,48,6/30/2009,Q2,H1,2009,6,June,Jun,30,Tuesday,Tue,8.08,193249,11%,522-99-6844,201-467-1432,Medford,Burlington,Medford,NJ,8055,Northeast,sksherrod,yUn2~blYYPD
221319,Mr.,Roland,G,Bartlett,M,roland.bartlett@ibm.com,Forest Bartlett,Angelia Bartlett,Ostby,8/8/1966,03:20:05 PM,30.80959992196295,64,11/13/2007,Q4,H2,2007,11,November,Nov,13,Tuesday,Tue,9.71,199530,6%,275-17-2939,319-339-0502,Lanesboro,Carroll,Lanesboro,IA,51451,Midwest,rgbartlett,v8Lyt@jV#0\H
380348,Hon.,Mardell,R,Mcquiston,F,mardell.mcquiston@yahoo.co.uk,Lucas Mcquiston,Bulah Mcquiston,Henderson,2/5/1972,10:24:26 PM,44.42001671883623,59,3/7/1996,Q1,H1,1996,3,March,Mar,7,Thursday,Thu,21.41,74385,7%,134-98-6189,210-642-9425,Crosby,Harris,Crosby,TX,77532,South,mrmcquiston,rU}9y3!3E
619353,Mr.,Gaylord,B,Flannery,M,gaylord.flannery@yahoo.com,Devon Flannery,Madison Flannery,Byford,2/12/1978,09:26:53 AM,39.660408458096434,68,5/9/2013,Q2,H1,2013,5,May,May,9,Thursday,Thu,4.22,78715,5%,674-48-6047,216-239-4769,Mingo,Champaign,Mingo,OH,43047,Midwest,gbflannery,uAh]WlNQ&O#fjS3
365174,Drs.,Margrett,Y,Alleyne,F,margrett.alleyne@exxonmobil.com,Patricia Alleyne,Carlota Alleyne,Waguespack,11/4/1972,02:23:35 AM,42.13745832345358,46,6/5/2003,Q2,H1,2003,6,June,Jun,5,Thursday,Thu,14.16,49037,5%,545-99-5240,405-501-0841,Eagletown,McCurtain,Eagletown,OK,74734,South,myalleyne,QS!ogvaio6-
794759,Mr.,Werner,L,Flanary,M,werner.flanary@gmail.com,Jackson Flanary,Kendra Flanary,Rouleau,2/25/1994,12:09:12 AM,43.14226909987526,75,4/9/2015,Q2,H1,2015,4,April,Apr,9,Thursday,Thu,2.3,58139,29%,664-22-7214,210-907-9226,Anton,Hockley,Anton,TX,79313,South,wlflanary,f.y9TV\Nt
893752,Mr.,Clayton,X,Boykin,M,clayton.boykin@shell.com,Porter Boykin,Francis Boykin,Gregoire,1/24/1967,12:32:07 PM,38.71229848534158,68,1/26/1988,Q1,H1,1988,1,January,Jan,26,Tuesday,Tue,29.52,180627,20%,096-02-3158,216-975-0818,Toledo,Lucas,Toledo,OH,43652,Midwest,cxboykin,oQ%3^ZTzt~e>TW
600191,Mr.,Jewell,H,Lassiter,M,jewell.lassiter@yahoo.co.in,Donald Lassiter,Maye Lassiter,Shuman,5/17/1994,07:31:21 PM,50.827734625270516,55,5/10/2017,Q2,H1,2017,5,May,May,10,Wednesday,Wed,0.22,113782,4%,160-86-5139,314-506-0344,Shelbina,Shelby,Shelbina,MO,63468,Midwest,jhlassiter,w6fD^dFVq0T
526176,Drs.,Nichole,Y,Ponce,F,nichole.ponce@aol.com,Donovan Ponce,Julieann Ponce,John,7/8/1971,06:58:31 AM,44.066737640320156,42,1/13/2016,Q1,H1,2016,1,January,Jan,13,Wednesday,Wed,1.54,42470,23%,087-02-4464,423-868-3404,Fall Branch,Washington,Fall Branch,TN,37656,South,nyponce,bJV1YjP}w/5VQ
223427,Drs.,Santa,U,Gallucci,F,santa.gallucci@gmail.com,Gary Gallucci,Sybil Gallucci,Rene,8/2/1978,12:46:37 AM,42.75888020356623,52,2/12/2002,Q1,H1,2002,2,February,Feb,12,Tuesday,Tue,15.47,141941,27%,088-02-6769,236-392-5998,Sweet Briar,Amherst,Sweet Briar,VA,24595,South,sugallucci,zre<*3QX0d&O\m
428278,Mrs.,Vanna,F,Schroth,F,vanna.schroth@hotmail.com,Harland Schroth,Mika Schroth,Lightsey,4/17/1989,04:24:25 AM,44.18625611402295,56,5/29/2012,Q2,H1,2012,5,May,May,29,Tuesday,Tue,5.17,96919,3%,419-67-7950,225-204-6555,Saint Francisville,West Feliciana,Saint Francisville,LA,70775,South,vfschroth,LYNjs<@AD1
757248,Ms.,Dominique,Q,Woodman,F,dominique.woodman@hotmail.com,Jacinto Woodman,Erminia Woodman,Gillespie,7/7/1979,03:40:16 AM,45.83718077267504,48,8/25/2001,Q3,H2,2001,8,August,Aug,25,Saturday,Sat,15.93,61817,13%,121-98-7462,217-469-0471,Sumner,Lawrence,Sumner,IL,62466,Midwest,dqwoodman,T8.s}*x4
439773,Mr.,Emory,J,Albarran,M,emory.albarran@rediffmail.com,Arnulfo Albarran,Narcisa Albarran,Spears,1/10/1969,04:04:28 AM,36.169267269241395,51,1/18/1999,Q1,H1,1999,1,January,Jan,18,Monday,Mon,18.54,187622,7%,127-98-8078,316-875-7131,Lost Springs,Marion,Lost Springs,KS,66859,Midwest,ejalbarran,vPXT|~<8|Y-p
439452,Mrs.,Shaniqua,I,Cardinal,F,shaniqua.cardinal@hotmail.com,Raymundo Cardinal,Trinidad Cardinal,Vadnais,5/30/1968,02:16:15 AM,49.961149795954725,47,3/31/2009,Q1,H1,2009,3,March,Mar,31,Tuesday,Tue,8.33,98716,22%,515-31-3640,239-232-9449,Yalaha,Lake,Yalaha,FL,34797,South,sicardinal,bwvo~$~tfKO-
131983,Hon.,Hugo,G,Trice,M,hugo.trice@gmail.com,Dale Trice,Doreen Trice,Aaron,9/11/1968,03:51:34 PM,40.37636392506525,88,8/30/2014,Q3,H2,2014,8,August,Aug,30,Saturday,Sat,2.91,49914,2%,587-99-8892,201-997-5897,Lakewood,Ocean,Lakewood,NJ,8701,Northeast,hgtrice,J!A0/+_D
813016,Mr.,Jae,S,Penson,M,jae.penson@yahoo.co.in,Jan Penson,Rocio Penson,Fink,4/17/1965,07:01:53 PM,40.73573116972538,89,6/8/1996,Q2,H1,1996,6,June,Jun,8,Saturday,Sat,21.15,132871,4%,580-41-7943,406-327-5031,Harrison,Madison,Harrison,MT,59735,West,jspenson,xndphC~;!!
327372,Ms.,Taren,R,Kovac,F,taren.kovac@aol.com,Billy Kovac,Nedra Kovac,Caudill,6/1/1978,11:37:09 PM,41.67128301163996,53,8/24/2000,Q3,H2,2000,8,August,Aug,24,Thursday,Thu,16.94,64342,17%,772-02-0422,479-554-2528,Pine Bluff,Jefferson,Pine Bluff,AR,71613,South,trkovac,P>eLTvd|
834164,Dr.,Mark,X,Brogden,M,mark.brogden@ntlworld.com,Mitchel Brogden,Patria Brogden,Dehaven,1/10/1964,10:01:14 PM,32.71439474815804,58,12/6/1991,Q4,H2,1991,12,December,Dec,6,Friday,Fri,25.66,78904,18%,562-99-6892,207-390-0715,Mars Hill,Aroostook,Mars Hill,ME,4758,Northeast,mxbrogden,1E!2X9W0GA}^\
775321,Mr.,Julio,J,Sargent,M,julio.sargent@ibm.com,Dannie Sargent,Shan Sargent,Brisco,10/25/1986,09:18:23 PM,46.23406842672786,89,2/20/2008,Q1,H1,2008,2,February,Feb,20,Wednesday,Wed,9.44,198294,7%,359-08-7590,215-550-0602,Berlin,Somerset,Berlin,PA,15530,Northeast,jjsargent,o5EBUb;K#rv
733914,Mr.,Winford,C,Burdett,M,winford.burdett@gmail.com,Florencio Burdett,Candida Burdett,Pridemore,2/2/1984,02:37:50 PM,41.38945444846048,82,8/3/2013,Q3,H2,2013,8,August,Aug,3,Saturday,Sat,3.99,100898,24%,099-02-1040,207-406-6409,Pittsfield,Somerset,Pittsfield,ME,4967,Northeast,wcburdett,goyfRyE>UKMwz
567499,Ms.,Krissy,O,Vanhoose,F,krissy.vanhoose@aol.com,Freddie Vanhoose,Chaya Vanhoose,Royster,3/22/1979,05:19:49 PM,44.74872258335487,55,4/19/2004,Q2,H1,2004,4,April,Apr,19,Monday,Mon,13.28,80768,17%,450-99-1618,210-861-2604,Houston,Harris,Houston,TX,77025,South,kovanhoose,wyjDpb3<-
327539,Mr.,Lincoln,L,Fedele,M,lincoln.fedele@gmail.com,Jordon Fedele,Twyla Fedele,Bayerl,3/8/1976,08:10:11 AM,44.14819225235559,83,1/22/2004,Q1,H1,2004,1,January,Jan,22,Thursday,Thu,13.52,148103,1%,070-02-7626,423-253-3426,Nashville,Davidson,Nashville,TN,37216,South,llfedele,lMO-zJ+9Y7-Y?
987252,Dr.,Rudolph,Q,Woodworth,M,rudolph.woodworth@earthlink.net,Guadalupe Woodworth,Aurelia Woodworth,Branton,7/11/1984,11:51:29 AM,41.40663867355858,63,9/5/2014,Q3,H2,2014,9,September,Sep,5,Friday,Fri,2.9,155269,15%,515-31-3932,210-881-4925,Tokio,Yoakum,Tokio,TX,79376,South,rqwoodworth,tjp{ww|nC3E9.w
688615,Dr.,Nelson,E,Beardsley,M,nelson.beardsley@bellsouth.net,George Beardsley,Geri Beardsley,Marcos,6/10/1971,08:02:59 PM,43.004854594311276,55,6/24/2007,Q2,H1,2007,6,June,Jun,24,Sunday,Sun,10.1,96260,5%,341-11-5740,217-956-9486,Seaton,Mercer,Seaton,IL,61476,Midwest,nebeardsley,jkDPnOP]<we
